model,method,category,subcategory,accuracy,similarity
bert_embs,3CosAdd,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.9991836734693877,0.8152522686747165
bert_embs,3CosAdd,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.9154334038054969,0.8133287216100076
bert_embs,3CosAdd,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8348353952169418
bert_embs,3CosAdd,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.8167269229888916
bert_embs,3CosAdd,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,1.0,0.8755418507217549
bert_embs,3CosAdd,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.9918367346938776,0.8416439518271159
bert_embs,3CosAdd,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.9726530612244898,0.8312351433259322
bert_embs,3CosAdd,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.9995374653098983,0.840968223729105
bert_embs,3CosAdd,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.9685283687943262,0.8012454617760001
bert_embs,3CosAdd,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.9908212560386473,0.8291563140014973
bert_embs,3CosAdd,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,3CosAdd,2_Derivational_morphology,D02 [un+adj_reg].txt,0.7114942528735633,0.7909082441029526
bert_embs,3CosAdd,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.8694503171247357,0.7840756073911139
bert_embs,3CosAdd,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.8571428571428571,0.765774047623078
bert_embs,3CosAdd,2_Derivational_morphology,D07 [verb+able_reg].txt,0.2636363636363636,0.7618063811598152
bert_embs,3CosAdd,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.44565217391304346,0.7533527319508839
bert_embs,3CosAdd,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.6875,0.7763624960725958
bert_embs,3CosAdd,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.7862068965517242,0.7668480204734188
bert_embs,3CosAdd,3_Encyclopedic_semantics,E01 [country - capital].txt,0.951058201058201,0.7801103223845757
bert_embs,3CosAdd,3_Encyclopedic_semantics,E02 [country - language].txt,0.4782608695652174,0.734289758461566
bert_embs,3CosAdd,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.5138888888888888,0.726706181023572
bert_embs,3CosAdd,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.2573099415204678,0.705219372429631
bert_embs,3CosAdd,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.20261437908496732,0.7272434407664884
bert_embs,3CosAdd,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
bert_embs,3CosAdd,3_Encyclopedic_semantics,E09 [things - color].txt,0.661319073083779,0.7005806026272375
bert_embs,3CosAdd,3_Encyclopedic_semantics,E10 [male - female].txt,0.8986928104575164,0.8116914053396745
bert_embs,3CosAdd,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.10714285714285714,0.6804043209111249
bert_embs,3CosAdd,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.1743951612903226,0.6933970203289407
bert_embs,3CosAdd,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,3CosAdd,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.42857142857142855,0.721470241745313
bert_embs,3CosAdd,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.65,0.7354524288422022
bert_embs,3CosAdd,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.5316205533596838,0.7391304495609383
bert_embs,3CosAvg,1_Inflectional_morphology,I01 [noun - plural_reg].txt,1.0,0.8777534484863281
bert_embs,3CosAvg,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.9090909090909091,0.8759104132652282
bert_embs,3CosAvg,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.871511235833168
bert_embs,3CosAvg,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.8167268931865692
bert_embs,3CosAvg,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,1.0,0.9238837239693622
bert_embs,3CosAvg,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,1.0,0.8993556356430054
bert_embs,3CosAvg,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,1.0,0.8925421893596649
bert_embs,3CosAvg,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,1.0,0.8978197967752497
bert_embs,3CosAvg,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.9791666666666666,0.8696736262199727
bert_embs,3CosAvg,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,1.0,0.8951675036679143
bert_embs,3CosAvg,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,3CosAvg,2_Derivational_morphology,D02 [un+adj_reg].txt,0.7333333333333333,0.8597968491640958
bert_embs,3CosAvg,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.8863636363636364,0.8533216500893618
bert_embs,3CosAvg,2_Derivational_morphology,D05 [adj+ness_reg].txt,1.0,0.8181318044662476
bert_embs,3CosAvg,2_Derivational_morphology,D07 [verb+able_reg].txt,0.36363636363636365,0.8282160013914108
bert_embs,3CosAvg,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.5416666666666666,0.820445913534898
bert_embs,3CosAvg,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.75,0.8463532328605652
bert_embs,3CosAvg,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.9,0.8385518215320729
bert_embs,3CosAvg,3_Encyclopedic_semantics,E01 [country - capital].txt,1.0,0.8463265086923327
bert_embs,3CosAvg,3_Encyclopedic_semantics,E02 [country - language].txt,0.9565217391304348,0.8125156706029718
bert_embs,3CosAvg,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.8888888888888888,0.8288331478834152
bert_embs,3CosAvg,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.8421052631578947,0.775966789573431
bert_embs,3CosAvg,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.5,0.8191217515203688
bert_embs,3CosAvg,3_Encyclopedic_semantics,E06 [animal - young].txt,0.6363636363636364,0.7810121093477521
bert_embs,3CosAvg,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.25,0.7712581157684326
bert_embs,3CosAvg,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.6666666666666666,0.7714490443468094
bert_embs,3CosAvg,3_Encyclopedic_semantics,E09 [things - color].txt,0.9117647058823529,0.7947174541411861
bert_embs,3CosAvg,3_Encyclopedic_semantics,E10 [male - female].txt,0.9444444444444444,0.8693056597429163
bert_embs,3CosAvg,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.21428571428571427,0.7329468329747518
bert_embs,3CosAvg,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.28125,0.7534812291463217
bert_embs,3CosAvg,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,3CosAvg,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.375,0.7916789054870605
bert_embs,3CosAvg,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.8125,0.8026478061309228
bert_embs,3CosAvg,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.6086956521739131,0.8061439692974091
bert_embs,OnlyB,1_Inflectional_morphology,I01 [noun - plural_reg].txt,1.0,0.8433267974853516
bert_embs,OnlyB,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.9318181818181818,0.8361969880941438
bert_embs,OnlyB,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8340782076120377
bert_embs,OnlyB,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.7694126069545746
bert_embs,OnlyB,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,1.0,0.8959363759780417
bert_embs,OnlyB,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.98,0.879229509100622
bert_embs,OnlyB,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.94,0.8754168850310305
bert_embs,OnlyB,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,1.0,0.8677246849587623
bert_embs,OnlyB,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.9166666666666666,0.8536260615695607
bert_embs,OnlyB,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.9130434782608695,0.8757017297404153
bert_embs,OnlyB,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,OnlyB,2_Derivational_morphology,D02 [un+adj_reg].txt,0.5666666666666667,0.8394821426447701
bert_embs,OnlyB,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.8409090909090909,0.8131732682924013
bert_embs,OnlyB,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.875,0.8024845463888985
bert_embs,OnlyB,2_Derivational_morphology,D07 [verb+able_reg].txt,0.2727272727272727,0.8076303005218506
bert_embs,OnlyB,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.3333333333333333,0.8158423751592636
bert_embs,OnlyB,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.5,0.8525100275874138
bert_embs,OnlyB,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.5666666666666667,0.8412023958037881
bert_embs,OnlyB,3_Encyclopedic_semantics,E01 [country - capital].txt,0.7857142857142857,0.8218008496544578
bert_embs,OnlyB,3_Encyclopedic_semantics,E02 [country - language].txt,0.043478260869565216,0.7963053584098816
bert_embs,OnlyB,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.2222222222222222,0.8028856515884399
bert_embs,OnlyB,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.16666666666666666,0.7890815734863281
bert_embs,OnlyB,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E09 [things - color].txt,0.0,
bert_embs,OnlyB,3_Encyclopedic_semantics,E10 [male - female].txt,0.8888888888888888,0.8445682749152184
bert_embs,OnlyB,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
bert_embs,OnlyB,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.125,0.7751775681972504
bert_embs,OnlyB,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,OnlyB,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.5,0.7793197184801102
bert_embs,OnlyB,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.875,0.7999784222670964
bert_embs,OnlyB,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.6086956521739131,0.8088321302618299
bert_embs,PairDistance,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.30612244897959184,0.27668670190374056
bert_embs,PairDistance,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.26374207188160675,0.26531287514136165
bert_embs,PairDistance,1_Inflectional_morphology,I03 [adj - comparative].txt,0.9166666666666666,0.28935955600305036
bert_embs,PairDistance,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.398058220744133
bert_embs,PairDistance,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8337585034013606,0.25664404784611816
bert_embs,PairDistance,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.5314285714285715,0.24881941004557542
bert_embs,PairDistance,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.5314285714285715,0.27167428486312406
bert_embs,PairDistance,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.6378353376503237,0.23605304345909972
bert_embs,PairDistance,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.299645390070922,0.26259648429571525
bert_embs,PairDistance,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.4323671497584541,0.32687495405780537
bert_embs,PairDistance,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
bert_embs,PairDistance,2_Derivational_morphology,D02 [un+adj_reg].txt,0.19310344827586207,0.21466977370991594
bert_embs,PairDistance,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.19291754756871035,0.2462742227805804
bert_embs,PairDistance,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.19642857142857142,0.23308614709160544
bert_embs,PairDistance,2_Derivational_morphology,D07 [verb+able_reg].txt,0.06363636363636363,0.18825142298425948
bert_embs,PairDistance,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.08152173913043478,0.20396936701403723
bert_embs,PairDistance,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.11666666666666667,0.19649203440972737
bert_embs,PairDistance,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.0839080459770115,0.21300945931101498
bert_embs,PairDistance,3_Encyclopedic_semantics,E01 [country - capital].txt,0.40476190476190477,0.26603199541568756
bert_embs,PairDistance,3_Encyclopedic_semantics,E02 [country - language].txt,0.40118577075098816,0.29316235997993956
bert_embs,PairDistance,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.2916666666666667,0.13029127851838157
bert_embs,PairDistance,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.29239766081871343,0.2923504422605038
bert_embs,PairDistance,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.03594771241830065,0.16240094398910349
bert_embs,PairDistance,3_Encyclopedic_semantics,E06 [animal - young].txt,0.05454545454545454,0.15484193712472916
bert_embs,PairDistance,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
bert_embs,PairDistance,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.026143790849673203,0.1440972751006484
bert_embs,PairDistance,3_Encyclopedic_semantics,E09 [things - color].txt,0.7655971479500892,0.27026848722253605
bert_embs,PairDistance,3_Encyclopedic_semantics,E10 [male - female].txt,0.5261437908496732,0.28041082657642247
bert_embs,PairDistance,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.08862433862433862,0.1447829411212188
bert_embs,PairDistance,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.04838709677419355,0.17660484618196884
bert_embs,PairDistance,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
bert_embs,PairDistance,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
bert_embs,PairDistance,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.004166666666666667,0.07848625630140305
bert_embs,PairDistance,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.01383399209486166,0.13105164840817451
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.9183673469387755,0.748417432917489
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.8768498942917548,0.7546155905781057
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8004339983065923
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.7528620958328247
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8673469387755102,0.8200986169424711
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.9171428571428571,0.7881551479094284
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.7604081632653061,0.7570805454919624
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.8973172987974098,0.8056692768310764
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.6281028368794326,0.7459406151515796
gpt2_cleaned_embs,3CosAdd,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.7120772946859903,0.7685640331362772
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D01 [noun+less_reg].txt,0.5,0.7537654042243958
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D02 [un+adj_reg].txt,0.7471264367816092,0.7522380673885345
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.6575052854122622,0.7413632568822413
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.8214285714285714,0.723562874223875
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D07 [verb+able_reg].txt,0.4909090909090909,0.7256261584935365
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.5307971014492754,0.7244463935240137
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.7541666666666667,0.7475423987399149
gpt2_cleaned_embs,3CosAdd,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.8701149425287357,0.7413990742464204
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E01 [country - capital].txt,0.9497354497354498,0.8178041862910173
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E02 [country - language].txt,0.6818181818181818,0.7507430181987044
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.4166666666666667,0.7360731740792592
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.37719298245614036,0.7153795611026675
gpt2_cleaned_embs,3CosAdd,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.5098039215686274,0.7273205751791979
